src_ip,dst_ip,src_port,dst_port,total_packets,total_bytes,mean_packet_length,std_packet_length,max_packet_length,min_packet_length,flow_duration,mean_inter_arrival_time,std_inter_arrival_time,label
::1,::1,8443,9716,3,622,207.33333333333334,60.339778661252055,250,122,0.004750967025756836,0.002375483512878418,0.0021485090255737305,0
::1,::1,9717,8443,4,1560,390.0,650.7265170561286,1517,1,2.0079739093780518,0.6693246364593506,0.4691050708795964,0
::1,::1,8443,9717,2,372,186.0,64.0,250,122,0.0036308765411376953,0.0036308765411376953,0.0,0
::1,::1,9718,8443,4,1560,390.0,650.7265170561286,1517,1,2.0090279579162598,0.6696759859720866,0.46957130542424197,0
::1,::1,8443,9718,3,622,207.33333333333334,60.339778661252055,250,122,0.003467082977294922,0.001733541488647461,0.001630544662475586,0
::1,::1,9719,8443,4,1560,390.0,650.7265170561286,1517,1,2.0088210105895996,0.6696070035298666,0.46893356225020155,0
::1,::1,8443,9719,2,372,186.0,64.0,250,122,0.003612995147705078,0.003612995147705078,0.0,0
::1,::1,9720,8443,4,1560,390.0,650.7265170561286,1517,1,2.0065979957580566,0.6688659985860189,0.46907574315995265,0
::1,::1,8443,9720,2,372,186.0,64.0,250,122,0.0033228397369384766,0.0033228397369384766,0.0,0
::1,::1,9721,8443,4,1560,390.0,650.7265170561286,1517,1,2.006863832473755,0.668954610824585,0.46921670277470723,0
::1,::1,8443,9721,2,372,186.0,64.0,250,122,0.0034170150756835938,0.0034170150756835938,0.0,0
::1,::1,9723,8443,4,1560,390.0,650.7265170561286,1517,1,2.008678913116455,0.669559637705485,0.46940525997359706,0
::1,::1,8443,9723,2,372,186.0,64.0,250,122,0.0037670135498046875,0.0037670135498046875,0.0,0
::1,::1,9724,8443,4,1560,390.0,650.7265170561286,1517,1,2.048388957977295,0.682796319325765,0.45094397316995677,0
::1,::1,8443,9724,2,372,186.0,64.0,250,122,0.006028175354003906,0.006028175354003906,0.0,0
::1,::1,9726,8443,4,1560,390.0,650.7265170561286,1517,1,2.009096145629883,0.6696987152099609,0.4693260800337636,0
::1,::1,8443,9726,2,372,186.0,64.0,250,122,0.00357818603515625,0.00357818603515625,0.0,0
::1,::1,9727,8443,4,1560,390.0,650.7265170561286,1517,1,2.008863925933838,0.6696213086446127,0.4684797159355219,0
::1,::1,8443,9727,3,622,207.33333333333334,60.339778661252055,250,122,0.004478931427001953,0.0022394657135009766,0.002084493637084961,0
::1,::1,9728,8443,4,1560,390.0,650.7265170561286,1517,1,2.0112760066986084,0.6704253355662028,0.46763336968731883,0
::1,::1,8443,9728,3,622,207.33333333333334,60.339778661252055,250,122,0.005362987518310547,0.0026814937591552734,0.0025725364685058594,0
::1,::1,9729,8443,4,1560,390.0,650.7265170561286,1517,1,2.0080149173736572,0.6693383057912191,0.46939485508361883,0
::1,::1,8443,9729,2,372,186.0,64.0,250,122,0.003180980682373047,0.003180980682373047,0.0,0
::1,::1,9730,8443,4,1560,390.0,650.7265170561286,1517,1,2.009058952331543,0.6696863174438477,0.46919532107683437,0
::1,::1,8443,9730,2,372,186.0,64.0,250,122,0.003284931182861328,0.003284931182861328,0.0,0
::1,::1,9731,8443,4,1560,390.0,650.7265170561286,1517,1,2.00791597366333,0.6693053245544434,0.46900453802586145,0
::1,::1,8443,9731,2,372,186.0,64.0,250,122,0.0037081241607666016,0.0037081241607666016,0.0,0
::1,::1,9732,8443,4,1560,390.0,650.7265170561286,1517,1,2.0062670707702637,0.6687556902567545,0.4691369882707063,0
::1,::1,8443,9732,2,372,186.0,64.0,250,122,0.0030269622802734375,0.0030269622802734375,0.0,0
::1,::1,9733,8443,4,1560,390.0,650.7265170561286,1517,1,2.008763074874878,0.6695876916249593,0.46988930922254973,0
::1,::1,8443,9733,2,372,186.0,64.0,250,122,0.0032570362091064453,0.0032570362091064453,0.0,0
::1,::1,9734,8443,4,1560,390.0,650.7265170561286,1517,1,2.007175922393799,0.669058640797933,0.46944247645400816,0
::1,::1,8443,9734,2,372,186.0,64.0,250,122,0.0031299591064453125,0.0031299591064453125,0.0,0
::1,::1,9735,8443,4,1560,390.0,650.7265170561286,1517,1,2.010637044906616,0.6702123483022054,0.4684589107685739,0
::1,::1,8443,9735,2,372,186.0,64.0,250,122,0.005198001861572266,0.005198001861572266,0.0,0
::1,::1,1600,8443,4,1560,390.0,650.7265170561286,1517,1,2.007812023162842,0.6692706743876139,0.4694136186501134,0
::1,::1,8443,1600,2,372,186.0,64.0,250,122,0.003381013870239258,0.003381013870239258,0.0,0
::1,::1,1601,8443,4,1560,390.0,650.7265170561286,1517,1,2.011399984359741,0.6704666614532471,0.46786132028883487,0
::1,::1,8443,1601,3,622,207.33333333333334,60.339778661252055,250,122,0.005407094955444336,0.002703547477722168,0.0025995969772338867,0
::1,::1,1602,8443,4,1560,390.0,650.7265170561286,1517,1,2.009984016418457,0.6699946721394857,0.46881899169756025,0
::1,::1,8443,1602,2,372,186.0,64.0,250,122,0.004477977752685547,0.004477977752685547,0.0,0
::1,::1,1603,8443,4,1560,390.0,650.7265170561286,1517,1,2.0073130130767822,0.6691043376922607,0.4687584342156836,0
::1,::1,8443,1603,2,372,186.0,64.0,250,122,0.003618955612182617,0.003618955612182617,0.0,0
::1,::1,1606,8443,4,1560,390.0,650.7265170561286,1517,1,2.00677490234375,0.6689249674479166,0.4693761161145539,0
::1,::1,8443,1606,2,372,186.0,64.0,250,122,0.0033419132232666016,0.0033419132232666016,0.0,0
::1,::1,1607,8443,4,1560,390.0,650.7265170561286,1517,1,2.0067989826202393,0.6689329942067465,0.4692044013854536,0
::1,::1,8443,1607,2,372,186.0,64.0,250,122,0.0030961036682128906,0.0030961036682128906,0.0,0
::1,::1,1608,8443,4,1560,390.0,650.7265170561286,1517,1,2.0086870193481445,0.6695623397827148,0.4691961233074926,0
::1,::1,8443,1608,3,622,207.33333333333334,60.339778661252055,250,122,0.003612041473388672,0.001806020736694336,0.0016889572143554688,0
::1,::1,1609,8443,4,1560,390.0,650.7265170561286,1517,1,2.0088951587677,0.6696317195892334,0.46944184718024207,0
::1,::1,8443,1609,2,372,186.0,64.0,250,122,0.003484010696411133,0.003484010696411133,0.0,0
::1,::1,1610,8443,4,1560,390.0,650.7265170561286,1517,1,2.008824110031128,0.6696080366770426,0.4686517017330127,0
::1,::1,8443,1610,2,372,186.0,64.0,250,122,0.004599094390869141,0.004599094390869141,0.0,0
::1,::1,1611,8443,4,1560,390.0,650.7265170561286,1517,1,2.0084848403930664,0.6694949467976888,0.4696463654763482,0
::1,::1,8443,1611,2,372,186.0,64.0,250,122,0.003340005874633789,0.003340005874633789,0.0,0
::1,::1,1612,8443,4,1560,390.0,650.7265170561286,1517,1,2.009071111679077,0.6696903705596924,0.4697690967642201,0
::1,::1,8443,1612,3,622,207.33333333333334,60.339778661252055,250,122,0.003626108169555664,0.001813054084777832,0.0015500783920288086,0
::1,::1,1613,8443,4,1560,390.0,650.7265170561286,1517,1,2.007559061050415,0.6691863536834717,0.46923556316608916,0
::1,::1,8443,1613,2,372,186.0,64.0,250,122,0.0036780834197998047,0.0036780834197998047,0.0,0
::1,::1,1616,8443,4,1560,390.0,650.7265170561286,1517,1,2.008237838745117,0.6694126129150391,0.4690169497155181,0
::1,::1,8443,1616,2,372,186.0,64.0,250,122,0.0035071372985839844,0.0035071372985839844,0.0,0
::1,::1,1617,8443,4,1560,390.0,650.7265170561286,1517,1,2.007830858230591,0.6692769527435303,0.46912977465025696,0
::1,::1,8443,1617,2,372,186.0,64.0,250,122,0.0038399696350097656,0.0038399696350097656,0.0,0
::1,::1,1619,8443,4,1560,390.0,650.7265170561286,1517,1,2.009359121322632,0.6697863737742106,0.46905358822199994,0
::1,::1,8443,1619,2,372,186.0,64.0,250,122,0.003944873809814453,0.003944873809814453,0.0,0
::1,::1,1620,8443,4,1560,390.0,650.7265170561286,1517,1,2.0085158348083496,0.6695052782694498,0.4691480554918269,0
::1,::1,8443,1620,2,372,186.0,64.0,250,122,0.0033309459686279297,0.0033309459686279297,0.0,0
::1,::1,1621,8443,4,1560,390.0,650.7265170561286,1517,1,2.010679006576538,0.6702263355255127,0.4681129526312506,0
::1,::1,8443,1621,2,372,186.0,64.0,250,122,0.0042269229888916016,0.0042269229888916016,0.0,0
::1,::1,1622,8443,4,1560,390.0,650.7265170561286,1517,1,2.0084540843963623,0.6694846947987875,0.46940288089321897,0
::1,::1,8443,1622,2,372,186.0,64.0,250,122,0.0036039352416992188,0.0036039352416992188,0.0,0
::1,::1,1623,8443,4,1560,390.0,650.7265170561286,1517,1,2.0144078731536865,0.6714692910512289,0.46695983940489977,0
::1,::1,8443,1623,3,622,207.33333333333334,60.339778661252055,250,122,0.0062558650970458984,0.0031279325485229492,0.002915024757385254,0
::1,::1,1624,8443,4,1560,390.0,650.7265170561286,1517,1,2.0099430084228516,0.6699810028076172,0.4692606418042654,0
::1,::1,8443,1624,2,372,186.0,64.0,250,122,0.0036079883575439453,0.0036079883575439453,0.0,0
::1,::1,1625,8443,4,1560,390.0,650.7265170561286,1517,1,2.009409189224243,0.6698030630747477,0.4689276834412352,0
::1,::1,8443,1625,2,372,186.0,64.0,250,122,0.005301952362060547,0.005301952362060547,0.0,0
::1,::1,1626,8443,4,1560,390.0,650.7265170561286,1517,1,2.008910894393921,0.6696369647979736,0.4688287797200001,0
::1,::1,8443,1626,2,372,186.0,64.0,250,122,0.0037910938262939453,0.0037910938262939453,0.0,0
::1,::1,1627,8443,4,1560,390.0,650.7265170561286,1517,1,2.008141040802002,0.6693803469340006,0.46868280389886685,0
::1,::1,8443,1627,3,622,207.33333333333334,60.339778661252055,250,122,0.0042231082916259766,0.0021115541458129883,0.001946568489074707,0
::1,::1,1628,8443,4,1560,390.0,650.7265170561286,1517,1,2.0086028575897217,0.6695342858632406,0.46923852205110783,0
::1,::1,8443,1628,2,372,186.0,64.0,250,122,0.0035848617553710938,0.0035848617553710938,0.0,0
::1,::1,1629,8443,4,1560,390.0,650.7265170561286,1517,1,2.0094330310821533,0.6698110103607178,0.4693094239998084,0
::1,::1,8443,1629,3,622,207.33333333333334,60.339778661252055,250,122,0.0039479732513427734,0.0019739866256713867,0.001819014549255371,0
::1,::1,1630,8443,4,1560,390.0,650.7265170561286,1517,1,2.010378122329712,0.6701260407765707,0.46837532541241267,0
::1,::1,8443,1630,2,372,186.0,64.0,250,122,0.0053920745849609375,0.0053920745849609375,0.0,0
::1,::1,1631,8443,4,1560,390.0,650.7265170561286,1517,1,2.0080909729003906,0.6693636576334635,0.46881264311339543,0
::1,::1,8443,1631,2,372,186.0,64.0,250,122,0.0035779476165771484,0.0035779476165771484,0.0,0
::1,::1,1632,8443,4,1560,390.0,650.7265170561286,1517,1,2.0089590549468994,0.6696530183156332,0.4689225743880336,0
::1,::1,8443,1632,2,372,186.0,64.0,250,122,0.004168987274169922,0.004168987274169922,0.0,0
::1,::1,1633,8443,4,1560,390.0,650.7265170561286,1517,1,2.0117428302764893,0.6705809434254965,0.4679763547088184,0
::1,::1,8443,1633,2,372,186.0,64.0,250,122,0.005620002746582031,0.005620002746582031,0.0,0
::1,::1,1634,8443,4,1560,390.0,650.7265170561286,1517,1,2.0099339485168457,0.6699779828389486,0.46820625395974785,0
::1,::1,8443,1634,2,372,186.0,64.0,250,122,0.006387948989868164,0.006387948989868164,0.0,0
::1,::1,1635,8443,4,1560,390.0,650.7265170561286,1517,1,2.0065951347351074,0.6688650449117025,0.46918458900114474,0
::1,::1,8443,1635,2,372,186.0,64.0,250,122,0.0035660266876220703,0.0035660266876220703,0.0,0
::1,::1,1636,8443,4,1560,390.0,650.7265170561286,1517,1,2.0098698139190674,0.6699566046396891,0.4685437559323673,0
::1,::1,8443,1636,2,372,186.0,64.0,250,122,0.004698991775512695,0.004698991775512695,0.0,0
::1,::1,1637,8443,4,1560,390.0,650.7265170561286,1517,1,2.0080649852752686,0.6693549950917562,0.46896318242761,0
::1,::1,8443,1637,2,372,186.0,64.0,250,122,0.0037119388580322266,0.0037119388580322266,0.0,0
::1,::1,1638,8443,4,1560,390.0,650.7265170561286,1517,1,2.008622884750366,0.6695409615834554,0.46907458720776574,0
::1,::1,8443,1638,2,372,186.0,64.0,250,122,0.0038471221923828125,0.0038471221923828125,0.0,0
::1,::1,1639,8443,4,1560,390.0,650.7265170561286,1517,1,2.008450984954834,0.6694836616516113,0.4686718603354876,0
::1,::1,8443,1639,2,372,186.0,64.0,250,122,0.004848003387451172,0.004848003387451172,0.0,0
::1,::1,1640,8443,4,1560,390.0,650.7265170561286,1517,1,2.0104830265045166,0.6701610088348389,0.46813052187579485,0
::1,::1,8443,1640,2,372,186.0,64.0,250,122,0.005558967590332031,0.005558967590332031,0.0,0
::1,::1,1641,8443,4,1560,390.0,650.7265170561286,1517,1,2.012316942214966,0.6707723140716553,0.4685983521151829,0
::1,::1,8443,1641,2,372,186.0,64.0,250,122,0.005137920379638672,0.005137920379638672,0.0,0
::1,::1,1642,8443,4,1560,390.0,650.7265170561286,1517,1,2.0078461170196533,0.6692820390065511,0.46907351224744864,0
::1,::1,8443,1642,2,372,186.0,64.0,250,122,0.0035920143127441406,0.0035920143127441406,0.0,0
::1,::1,1643,8443,4,1560,390.0,650.7265170561286,1517,1,2.0088398456573486,0.6696132818857828,0.4696943605148979,0
::1,::1,8443,1643,3,622,207.33333333333334,60.339778661252055,250,122,0.00356292724609375,0.001781463623046875,0.0016396045684814453,0
::1,::1,1644,8443,4,1560,390.0,650.7265170561286,1517,1,2.0083649158477783,0.6694549719492594,0.4690296143644258,0
::1,::1,8443,1644,2,372,186.0,64.0,250,122,0.0039288997650146484,0.0039288997650146484,0.0,0
::1,::1,1645,8443,4,1560,390.0,650.7265170561286,1517,1,2.0091359615325928,0.6697119871775309,0.46874809692481045,0
::1,::1,8443,1645,3,622,207.33333333333334,60.339778661252055,250,122,0.0045948028564453125,0.0022974014282226562,0.002187490463256836,0
::1,::1,1646,8443,4,1560,390.0,650.7265170561286,1517,1,2.0082449913024902,0.6694149971008301,0.46905397589283543,0
::1,::1,8443,1646,3,622,207.33333333333334,60.339778661252055,250,122,0.003971099853515625,0.0019855499267578125,0.0018663406372070312,0
::1,::1,1647,8443,4,1560,390.0,650.7265170561286,1517,1,2.0088119506835938,0.6696039835611979,0.4686408221677327,0
::1,::1,8443,1647,3,622,207.33333333333334,60.339778661252055,250,122,0.0038480758666992188,0.0019240379333496094,0.0018069744110107422,0
::1,::1,1648,8443,4,1560,390.0,650.7265170561286,1517,1,2.007740020751953,0.6692466735839844,0.46874603260741193,0
::1,::1,8443,1648,2,372,186.0,64.0,250,122,0.0038928985595703125,0.0038928985595703125,0.0,0
::1,::1,1649,8443,4,1560,390.0,650.7265170561286,1517,1,2.0092060565948486,0.6697353521982828,0.4684048430708537,0
::1,::1,8443,1649,2,372,186.0,64.0,250,122,0.004294157028198242,0.004294157028198242,0.0,0
::1,::1,1650,8443,4,1560,390.0,650.7265170561286,1517,1,2.0110490322113037,0.6703496774037679,0.4684240411439707,0
::1,::1,8443,1650,2,372,186.0,64.0,250,122,0.0056610107421875,0.0056610107421875,0.0,0
::1,::1,1651,8443,4,1560,390.0,650.7265170561286,1517,1,2.0085299015045166,0.6695099671681722,0.468705180628773,0
