src_ip,dst_ip,src_port,dst_port,total_packets,total_bytes,mean_packet_length,std_packet_length,flow_duration,mean_inter_arrival_time,std_inter_arrival_time,handshake_ratio,application_data_ratio,alert_ratio,label
::1,::1,8443,10601,9,2435,270.55555555555554,429.9646267391232,2.035346031188965,0.2544182538986206,0.43904006639471277,0.1111111111111111,0.0,0.0,0
::1,::1,10605,8443,10,2309,230.9,452.32829891573226,2.0286900997161865,0.22541001107957628,0.4192764033392301,0.1,0.0,0.0,0
::1,::1,8443,10605,9,2435,270.55555555555554,429.9646267391232,2.028439998626709,0.2535549998283386,0.43667604928320336,0.1111111111111111,0.0,0.0,0
::1,::1,10606,8443,10,2309,230.9,452.32829891573226,2.0236799716949463,0.22485333018832737,0.4182634561738515,0.1,0.0,0.0,0
::1,::1,8443,10606,9,2435,270.55555555555554,429.9646267391232,2.023473024368286,0.25293412804603577,0.4356285224513853,0.1111111111111111,0.0,0.0,0
::1,::1,10608,8443,10,2309,230.9,452.32829891573226,2.0126349925994873,0.22362611028883192,0.41637203866361366,0.1,0.0,0.0,0
::1,::1,8443,10608,9,2435,270.55555555555554,429.9646267391232,2.0125138759613037,0.25156423449516296,0.43363371699270875,0.1111111111111111,0.0,0.0,0
::1,::1,10611,8443,10,2309,230.9,452.32829891573226,2.0329480171203613,0.2258831130133735,0.42000045389817914,0.1,0.0,0.0,0
::1,::1,8443,10611,9,2435,270.55555555555554,429.9646267391232,2.032731056213379,0.25409138202667236,0.43743042880033556,0.1111111111111111,0.0,0.0,0
::1,::1,10612,8443,10,2309,230.9,452.32829891573226,2.03486704826355,0.22609633869594997,0.4204248677297911,0.1,0.0,0.0,0
::1,::1,8443,10612,9,2435,270.55555555555554,429.9646267391232,2.0346579551696777,0.2543322443962097,0.43786035708952004,0.1111111111111111,0.0,0.0,0
::1,::1,10616,8443,10,2309,230.9,452.32829891573226,2.016580104827881,0.22406445609198677,0.4167565078855737,0.1,0.0,0.0,0
::1,::1,8443,10616,9,2435,270.55555555555554,429.9646267391232,2.016356945037842,0.2520446181297302,0.43406825154227097,0.1111111111111111,0.0,0.0,0
::1,::1,10617,8443,10,2309,230.9,452.32829891573226,2.0254437923431396,0.22504931026034886,0.41867034836619094,0.1,0.0,0.0,0
::1,::1,8443,10617,9,2435,270.55555555555554,429.9646267391232,2.0252251625061035,0.25315314531326294,0.436047373011232,0.1111111111111111,0.0,0.0,0
::1,::1,10620,8443,10,2309,230.9,452.32829891573226,2.0272738933563232,0.22525265481736925,0.4189385166354842,0.1,0.0,0.0,0
::1,::1,8443,10620,9,2435,270.55555555555554,429.9646267391232,2.026975154876709,0.2533718943595886,0.4363347221638364,0.1111111111111111,0.0,0.0,0
::1,::1,10621,8443,10,2309,230.9,452.32829891573226,2.019357919692993,0.22437310218811035,0.4175441404988779,0.1,0.0,0.0,0
::1,::1,8443,10621,9,2435,270.55555555555554,429.9646267391232,2.0192410945892334,0.2524051368236542,0.4348378119465351,0.1111111111111111,0.0,0.0,0
::1,::1,10623,8443,10,2309,230.9,452.32829891573226,2.024631977081299,0.22495910856458876,0.4188836329913473,0.1,0.0,0.0,0
::1,::1,8443,10623,9,2435,270.55555555555554,429.9646267391232,2.0244810581207275,0.25306013226509094,0.4362554278318511,0.1111111111111111,0.0,0.0,0
::1,::1,10626,8443,10,2309,230.9,452.32829891573226,2.0153698921203613,0.2239299880133735,0.41673879089732474,0.1,0.0,0.0,0
::1,::1,8443,10626,9,2435,270.55555555555554,429.9646267391232,2.015152931213379,0.25189411640167236,0.43405973808884746,0.1111111111111111,0.0,0.0,0
::1,::1,10627,8443,10,2309,230.9,452.32829891573226,2.0335099697113037,0.22594555219014487,0.4203967285800604,0.1,0.0,0.0,0
::1,::1,8443,10627,9,2435,270.55555555555554,429.9646267391232,2.0332589149475098,0.2541573643684387,0.4378477413116462,0.1111111111111111,0.0,0.0,0
::1,::1,10630,8443,10,2309,230.9,452.32829891573226,2.037297010421753,0.2263663344913059,0.4209291215815827,0.1,0.0,0.0,0
::1,::1,8443,10630,9,2435,270.55555555555554,429.9646267391232,2.0370540618896484,0.25463175773620605,0.4383938626203881,0.1111111111111111,0.0,0.0,0
::1,::1,10631,8443,10,2309,230.9,452.32829891573226,2.035734176635742,0.22619268629286024,0.42072269581341026,0.1,0.0,0.0,0
::1,::1,8443,10631,9,2435,270.55555555555554,429.9646267391232,2.035520076751709,0.2544400095939636,0.4381792340802937,0.1111111111111111,0.0,0.0,0
::1,::1,10635,8443,10,2309,230.9,452.32829891573226,2.027782917022705,0.2253092130025228,0.4190630457178716,0.1,0.0,0.0,0
::1,::1,8443,10635,9,2435,270.55555555555554,429.9646267391232,2.0275321006774902,0.2534415125846863,0.4364670422338545,0.1111111111111111,0.0,0.0,0
::1,::1,10636,8443,10,2309,230.9,452.32829891573226,2.0101420879364014,0.22334912088182238,0.4155914715758799,0.1,0.0,0.0,0
::1,::1,8443,10636,9,2435,270.55555555555554,429.9646267391232,2.009927988052368,0.251240998506546,0.4328463137307669,0.1111111111111111,0.0,0.0,0
::1,::1,10637,8443,10,2309,230.9,452.32829891573226,2.015247106552124,0.22391634517245823,0.41646924624133375,0.1,0.0,0.0,0
::1,::1,8443,10637,9,2435,270.55555555555554,429.9646267391232,2.0150339603424072,0.2518792450428009,0.43375246158272873,0.1111111111111111,0.0,0.0,0
::1,::1,10641,8443,10,2309,230.9,452.32829891573226,2.025908946990967,0.22510099411010742,0.4186243698633002,0.1,0.0,0.0,0
::1,::1,8443,10641,9,2435,270.55555555555554,429.9646267391232,2.025749921798706,0.25321874022483826,0.43595879466683735,0.1111111111111111,0.0,0.0,0
::1,::1,10642,8443,11,2373,215.72727272727272,433.9388500927691,2.0389328002929688,0.20389328002929688,0.404680893242828,0.09090909090909091,0.0,0.0,0
::1,::1,8443,10642,10,2499,249.9,396.50660776335116,2.038743019104004,0.2265270021226671,0.42054975442121184,0.1,0.0,0.0,0
::1,::1,10644,8443,10,2309,230.9,452.32829891573226,2.0215439796447754,0.22461599773830837,0.41814707300066556,0.1,0.0,0.0,0
::1,::1,8443,10644,9,2435,270.55555555555554,429.9646267391232,2.0213191509246826,0.2526648938655853,0.43549195775555505,0.1111111111111111,0.0,0.0,0
::1,::1,10645,8443,10,2309,230.9,452.32829891573226,2.0131092071533203,0.22367880079481336,0.41622901139073093,0.1,0.0,0.0,0
::1,::1,8443,10645,9,2435,270.55555555555554,429.9646267391232,2.0129828453063965,0.25162285566329956,0.4334711666040859,0.1111111111111111,0.0,0.0,0
::1,::1,10646,8443,10,2309,230.9,452.32829891573226,2.0125410556793213,0.22361567285325792,0.41591066073598937,0.1,0.0,0.0,0
::1,::1,8443,10646,9,2435,270.55555555555554,429.9646267391232,2.012403964996338,0.25155049562454224,0.43315841085087825,0.1111111111111111,0.0,0.0,0
::1,::1,10647,8443,10,2309,230.9,452.32829891573226,2.016378164291382,0.224042018254598,0.4169678844997862,0.1,0.0,0.0,0
::1,::1,8443,10647,9,2435,270.55555555555554,429.9646267391232,2.0161569118499756,0.25201961398124695,0.4342764181873659,0.1111111111111111,0.0,0.0,0
::1,::1,10648,8443,10,2309,230.9,452.32829891573226,2.017657995223999,0.22418422169155544,0.4170508416604168,0.1,0.0,0.0,0
::1,::1,8443,10648,9,2435,270.55555555555554,429.9646267391232,2.0173981189727783,0.2521747648715973,0.43436731858754307,0.1111111111111111,0.0,0.0,0
::1,::1,10650,8443,10,2309,230.9,452.32829891573226,2.011435031890869,0.22349278132120767,0.4157118036374643,0.1,0.0,0.0,0
::1,::1,8443,10650,9,2435,270.55555555555554,429.9646267391232,2.0112152099609375,0.2514019012451172,0.432959369632817,0.1111111111111111,0.0,0.0,0
::1,::1,10651,8443,10,2309,230.9,452.32829891573226,2.016458034515381,0.2240508927239312,0.41678508725267643,0.1,0.0,0.0,0
::1,::1,8443,10651,9,2435,270.55555555555554,429.9646267391232,2.0162370204925537,0.2520296275615692,0.4340795959116094,0.1111111111111111,0.0,0.0,0
::1,::1,10652,8443,10,2309,230.9,452.32829891573226,2.020427942276001,0.22449199358622232,0.4176168187770779,0.1,0.0,0.0,0
::1,::1,8443,10652,9,2435,270.55555555555554,429.9646267391232,2.0202529430389404,0.25253161787986755,0.4349171694420894,0.1111111111111111,0.0,0.0,0
::1,::1,10653,8443,10,2309,230.9,452.32829891573226,2.0264639854431152,0.22516266504923502,0.41893202713874833,0.1,0.0,0.0,0
::1,::1,8443,10653,9,2435,270.55555555555554,429.9646267391232,2.0262339115142822,0.2532792389392853,0.4363314376023615,0.1111111111111111,0.0,0.0,0
::1,::1,10654,8443,10,2309,230.9,452.32829891573226,2.0290820598602295,0.22545356220669216,0.419604197545349,0.1,0.0,0.0,0
::1,::1,8443,10654,9,2435,270.55555555555554,429.9646267391232,2.028916835784912,0.253614604473114,0.43702946467645676,0.1111111111111111,0.0,0.0,0
::1,::1,10656,8443,10,2309,230.9,452.32829891573226,2.032423973083496,0.22582488589816624,0.4199424826218561,0.1,0.0,0.0,0
::1,::1,8443,10656,9,2435,270.55555555555554,429.9646267391232,2.0321879386901855,0.2540234923362732,0.4374272314500822,0.1111111111111111,0.0,0.0,0
::1,::1,10657,8443,10,2309,230.9,452.32829891573226,2.011483907699585,0.22349821196662056,0.4160430171606662,0.1,0.0,0.0,0
::1,::1,8443,10657,9,2435,270.55555555555554,429.9646267391232,2.0113282203674316,0.25141602754592896,0.43328700568612294,0.1111111111111111,0.0,0.0,0
::1,::1,10658,8443,10,2309,230.9,452.32829891573226,2.011630058288574,0.22351445092095268,0.4159744179537878,0.1,0.0,0.0,0
::1,::1,8443,10658,9,2435,270.55555555555554,429.9646267391232,2.011488199234009,0.2514360249042511,0.43321513160139996,0.1111111111111111,0.0,0.0,0
::1,::1,10659,8443,10,2309,230.9,452.32829891573226,2.0234498977661133,0.22482776641845703,0.41852780298281134,0.1,0.0,0.0,0
::1,::1,8443,10659,9,2435,270.55555555555554,429.9646267391232,2.023306131362915,0.2529132664203644,0.43589027290278565,0.1111111111111111,0.0,0.0,0
::1,::1,10660,8443,10,2309,230.9,452.32829891573226,2.0291669368743896,0.2254629929860433,0.4190359796130975,0.1,0.0,0.0,0
::1,::1,8443,10660,9,2435,270.55555555555554,429.9646267391232,2.0290567874908447,0.2536320984363556,0.43637680388863415,0.1111111111111111,0.0,0.0,0
::1,::1,10662,8443,10,2309,230.9,452.32829891573226,2.0380001068115234,0.2264444563123915,0.4210581475563366,0.1,0.0,0.0,0
::1,::1,8443,10662,9,2435,270.55555555555554,429.9646267391232,2.037787914276123,0.2547234892845154,0.4385467367368972,0.1111111111111111,0.0,0.0,0
::1,::1,10663,8443,10,2309,230.9,452.32829891573226,2.017714023590088,0.22419044706556532,0.41709853181340467,0.1,0.0,0.0,0
::1,::1,8443,10663,9,2435,270.55555555555554,429.9646267391232,2.017477035522461,0.2521846294403076,0.434409308008846,0.1111111111111111,0.0,0.0,0
::1,::1,10664,8443,10,2309,230.9,452.32829891573226,2.011057138442993,0.22345079316033256,0.41596080477674846,0.1,0.0,0.0,0
::1,::1,8443,10664,9,2435,270.55555555555554,429.9646267391232,2.010895013809204,0.2513618767261505,0.4332070196190812,0.1111111111111111,0.0,0.0,0
::1,::1,10665,8443,10,2309,230.9,452.32829891573226,2.024510145187378,0.22494557168748644,0.4187840261669474,0.1,0.0,0.0,0
::1,::1,8443,10665,9,2435,270.55555555555554,429.9646267391232,2.024343967437744,0.253042995929718,0.43614168273628773,0.1111111111111111,0.0,0.0,0
::1,::1,10667,8443,10,2309,230.9,452.32829891573226,2.0357749462127686,0.22619721624586317,0.42080739412367363,0.1,0.0,0.0,0
::1,::1,8443,10667,9,2435,270.55555555555554,429.9646267391232,2.0355758666992188,0.25444698333740234,0.4382776516452782,0.1111111111111111,0.0,0.0,0
::1,::1,10668,8443,10,2309,230.9,452.32829891573226,2.0312340259552,0.2256926695505778,0.41991130602682963,0.1,0.0,0.0,0
::1,::1,8443,10668,9,2435,270.55555555555554,429.9646267391232,2.0311059951782227,0.25388824939727783,0.43731568942302085,0.1111111111111111,0.0,0.0,0
::1,::1,10669,8443,10,2309,230.9,452.32829891573226,2.014786958694458,0.22386521763271755,0.41656628058013834,0.1,0.0,0.0,0
::1,::1,8443,10669,9,2435,270.55555555555554,429.9646267391232,2.0145721435546875,0.25182151794433594,0.4338547810313316,0.1111111111111111,0.0,0.0,0
::1,::1,10670,8443,10,2309,230.9,452.32829891573226,2.0196340084075928,0.22440377871195474,0.4168694029081077,0.1,0.0,0.0,0
::1,::1,8443,10670,9,2435,270.55555555555554,429.9646267391232,2.019252061843872,0.252406507730484,0.43418676014332935,0.1111111111111111,0.0,0.0,0
::1,::1,10671,8443,10,2309,230.9,452.32829891573226,2.0218820571899414,0.2246535619099935,0.41787075367618587,0.1,0.0,0.0,0
::1,::1,8443,10671,9,2435,270.55555555555554,429.9646267391232,2.0216050148010254,0.2527006268501282,0.4352151031857127,0.1111111111111111,0.0,0.0,0
::1,::1,10673,8443,10,2309,230.9,452.32829891573226,2.024405002593994,0.22493388917711046,0.41849017722113596,0.1,0.0,0.0,0
::1,::1,8443,10673,9,2435,270.55555555555554,429.9646267391232,2.0241570472717285,0.25301963090896606,0.4358671171077039,0.1111111111111111,0.0,0.0,0
::1,::1,10674,8443,10,2309,230.9,452.32829891573226,2.0203728675842285,0.2244858741760254,0.41777504146735084,0.1,0.0,0.0,0
::1,::1,8443,10674,9,2435,270.55555555555554,429.9646267391232,2.020159959793091,0.25251999497413635,0.43511968976634274,0.1111111111111111,0.0,0.0,0
::1,::1,10675,8443,10,2309,230.9,452.32829891573226,2.0217339992523193,0.2246371110280355,0.4178897068078831,0.1,0.0,0.0,0
::1,::1,8443,10675,9,2435,270.55555555555554,429.9646267391232,2.0216000080108643,0.25270000100135803,0.43522005202954084,0.1111111111111111,0.0,0.0,0
::1,::1,10676,8443,10,2309,230.9,452.32829891573226,2.019702911376953,0.22441143459743923,0.4175438499974405,0.1,0.0,0.0,0
::1,::1,8443,10676,9,2435,270.55555555555554,429.9646267391232,2.0194389820098877,0.25242987275123596,0.4348801200221459,0.1111111111111111,0.0,0.0,0
::1,::1,10677,8443,10,2309,230.9,452.32829891573226,2.033754825592041,0.22597275839911568,0.42080260776806094,0.1,0.0,0.0,0
::1,::1,8443,10677,9,2435,270.55555555555554,429.9646267391232,2.033616065979004,0.2542020082473755,0.43824392003707197,0.1111111111111111,0.0,0.0,0
::1,::1,10679,8443,10,2309,230.9,452.32829891573226,2.019497871398926,0.22438865237765843,0.4174606843236949,0.1,0.0,0.0,0
::1,::1,8443,10679,9,2435,270.55555555555554,429.9646267391232,2.019334077835083,0.2524167597293854,0.43475949275104897,0.1111111111111111,0.0,0.0,0
::1,::1,10680,8443,10,2309,230.9,452.32829891573226,2.010485887527466,0.2233873208363851,0.4156248738416698,0.1,0.0,0.0,0
::1,::1,8443,10680,9,2435,270.55555555555554,429.9646267391232,2.0102291107177734,0.2512786388397217,0.4328742811172561,0.1111111111111111,0.0,0.0,0
::1,::1,10681,8443,10,2309,230.9,452.32829891573226,2.025972843170166,0.225108093685574,0.4186864577031514,0.1,0.0,0.0,0
::1,::1,8443,10681,9,2435,270.55555555555554,429.9646267391232,2.025745153427124,0.2532181441783905,0.4360605305262556,0.1111111111111111,0.0,0.0,0
::1,::1,10683,8443,10,2309,230.9,452.32829891573226,2.0176470279693604,0.2241830031077067,0.41690798216916297,0.1,0.0,0.0,0
::1,::1,8443,10683,9,2435,270.55555555555554,429.9646267391232,2.01741099357605,0.2521763741970062,0.4342224076370057,0.1111111111111111,0.0,0.0,0
::1,::1,10684,8443,10,2309,230.9,452.32829891573226,2.013676166534424,0.22374179628160265,0.41638062851615915,0.1,0.0,0.0,0
::1,::1,8443,10684,9,2435,270.55555555555554,429.9646267391232,2.0134968757629395,0.25168710947036743,0.43363317748845626,0.1111111111111111,0.0,0.0,0
